"","ProbeID","Codeset.Name","Probe.Label","Analyte.Type","Is.Control","Control.Type","Probe.Annotation","KEGG.Pathways","Cell.Type","Official.Gene.Name","probeLabel.Type","below.threshold"
"P2RY12 - mRNA","NM_022788.3:230","NS_HS_GLIAL_V1.0","P2RY12","mRNA",0,"","Stage 1 DAM;Purinergic Signaling;Primed Microglia;Microglial Markers;Microglia Neurodegenerative Phenotype (MGnD);Homeostatic Microglia","hsa04611","","P2RY12","P2RY12 - mRNA","False"
"CX3CR1 - mRNA","NM_001337.3:1040","NS_HS_GLIAL_V1.0","CX3CR1","mRNA",0,"","Stage 1 DAM;Primed Microglia;Microglial Markers;Microglia Neurodegenerative Phenotype (MGnD);Homeostatic Microglia;Chemokines","hsa04060;hsa04062","","CX3CR1","CX3CR1 - mRNA","False"
"GPR34 - mRNA","NM_005300.2:170","NS_HS_GLIAL_V1.0","GPR34","mRNA",0,"","Primed Microglia;Microglial Markers;Microglia Neurodegenerative Phenotype (MGnD)","","","GPR34","GPR34 - mRNA","False"
"C1QC - mRNA","NM_001114101.1:608","NS_HS_GLIAL_V1.0","C1QC","mRNA",0,"","Complement System","hsa04610;hsa05020;hsa05133;hsa05142;hsa05150;hsa05322","","C1QC","C1QC - mRNA","False"
"TREM2 - mRNA","NM_018965.3:355","NS_HS_GLIAL_V1.0","TREM2","mRNA",0,"","Stage 2 DAM;Microglia Neurodegenerative Phenotype (MGnD);Astrocyte DifferentiationFunction","hsa04380","","TREM2","TREM2 - mRNA","False"
"ABCG2 - mRNA","NM_004827.2:2025","NS_HS_GLIAL_V1.0","ABCG2","mRNA",0,"","Blood Brain Barrier","hsa02010;hsa04976","","ABCG2","ABCG2 - mRNA","False"
"SLC46A1 - mRNA","NM_001242366.1:754","NS_HS_GLIAL_V1.0","SLC46A1","mRNA",0,"","Ion Transport","hsa04978","","SLC46A1","SLC46A1 - mRNA","False"
"MAFB - mRNA","NM_005461.4:1231","NS_HS_GLIAL_V1.0","MAFB","mRNA",0,"","Microglial Markers;Microglia Neurodegenerative Phenotype (MGnD)","","","MAFB","MAFB - mRNA","False"
"LPAR6 - mRNA","NM_005767.3:1210","NS_HS_GLIAL_V1.0","LPAR6","mRNA",0,"","Purinergic Signaling;Neuroactive Ligands and Receptors","hsa04072;hsa04080;hsa04151;hsa05200","","LPAR6","LPAR6 - mRNA","False"
"TSPO - mRNA","NM_000714.6:482","NS_HS_GLIAL_V1.0","TSPO","mRNA",0,"","NO Metabolism and Signaling;Neurogenesis;Neuroactive Ligands and Receptors","hsa04080;hsa05166","","TSPO","TSPO - mRNA","False"
"SALL1 - mRNA","NM_002968.2:1120","NS_HS_GLIAL_V1.0","SALL1","mRNA",0,"","Neurogenesis;Microglia Neurodegenerative Phenotype (MGnD)","","","SALL1","SALL1 - mRNA","False"
"ADORA2B - mRNA","NM_000676.2:1043","NS_HS_GLIAL_V1.0","ADORA2B","mRNA",0,"","Purinergic Signaling;Neuroactive Ligands and Receptors;Calcium Signaling","hsa04015;hsa04020;hsa04080;hsa04270;hsa05034","","ADORA2B","ADORA2B - mRNA","False"
"CROT - mRNA","NM_021151.4:186","NS_HS_GLIAL_V1.0","CROT","mRNA",0,"","Lipid Metabolism","hsa04146","","CROT","CROT - mRNA","False"
"GALC - mRNA","NM_000153.2:725","NS_HS_GLIAL_V1.0","GALC","mRNA",0,"","Primed Microglia;Myelogenesis","hsa00600;hsa04142","","GALC","GALC - mRNA","False"
"CTSL - mRNA","NM_001912.4:1072","NS_HS_GLIAL_V1.0","CTSL","mRNA",0,"","Stage 2 DAM;Microglia Neurodegenerative Phenotype (MGnD);Autophagy;Apoptosis","hsa04142;hsa04145;hsa04612;hsa05205;hsa05323","","CTSL","CTSL - mRNA","False"
"PROS1 - mRNA","NM_000313.1:875","NS_HS_GLIAL_V1.0","PROS1","mRNA",0,"","Complement System","hsa04610","","PROS1","PROS1 - mRNA","False"
"PLCB4 - mRNA","NM_182797.2:994","NS_HS_GLIAL_V1.0","PLCB4","mRNA",0,"","Wnt Signaling;Calcium Signaling","hsa04015;hsa04020;hsa04022;hsa04062;hsa04070;hsa04071;hsa04072;hsa04261;hsa04270;hsa04310;hsa04540;hsa04611;hsa04713;hsa04720;hsa04723;hsa04724;hsa04725;hsa04726;hsa04728;hsa04730;hsa04750;hsa04911;hsa04912;hsa04915;hsa04916;hsa04918;hsa04919;hsa04921;hsa04922;hsa04924;hsa04925;hsa04933;hsa04961;hsa04970;hsa04971;hsa04972;hsa05010;hsa05016;hsa05142;hsa05143;hsa05146;hsa05200","","PLCB4","PLCB4 - mRNA","False"
"WDR35 - mRNA","NM_001006657.1:1400","NS_HS_GLIAL_V1.0","WDR35","mRNA",0,"","NO Metabolism and Signaling","","","WDR35","WDR35 - mRNA","False"
"RECK - mRNA","NM_021111.2:360","NS_HS_GLIAL_V1.0","RECK","mRNA",0,"","Blood Brain Barrier","hsa05206","","RECK","RECK - mRNA","False"
"GLA - mRNA","NM_000169.2:980","NS_HS_GLIAL_V1.0","GLA","mRNA",0,"","NO Metabolism and Signaling","hsa00600;hsa04142","","GLA","GLA - mRNA","False"
"CD34 - mRNA","NM_001025109.1:650","NS_HS_GLIAL_V1.0","CD34","mRNA",0,"","Cell Migration","hsa04514;hsa04640","","CD34","CD34 - mRNA","False"
"SPI1 - mRNA","NM_003120.1:730","NS_HS_GLIAL_V1.0","SPI1","mRNA",0,"","Microglia Neurodegenerative Phenotype (MGnD)","hsa04380;hsa05166;hsa05169;hsa05200;hsa05202;hsa05221","","SPI1","SPI1 - mRNA","False"
"TGFB1 - mRNA","NM_000660.4:1438","NS_HS_GLIAL_V1.0","TGFB1","mRNA",0,"","TGF-Beta Signaling;Microglia Neurodegenerative Phenotype (MGnD)","hsa04010;hsa04060;hsa04068;hsa04110;hsa04144;hsa04350;hsa04380;hsa04390;hsa04672;hsa04932;hsa04933;hsa05140;hsa05142;hsa05144;hsa05145;hsa05146;hsa05152;hsa05161;hsa05166;hsa05200;hsa05205;hsa05210;hsa05211;hsa05212;hsa05220;hsa05321;hsa05323;hsa05410;hsa05414","","TGFB1","TGFB1 - mRNA","False"
"KCTD12 - mRNA","NM_138444.2:450","NS_HS_GLIAL_V1.0","KCTD12","mRNA",0,"","GABAergic Synapse","","","KCTD12","KCTD12 - mRNA","False"
"FCGRT - mRNA","XM_011526628.1:205","NS_HS_GLIAL_V1.0","FCGRT","mRNA",0,"","Astrocyte Markers","","","","FCGRT - mRNA","False"
"CSF1 - mRNA","NM_000757.4:823","NS_HS_GLIAL_V1.0","CSF1","mRNA",0,"","Stage 2 DAM;Primed Microglia;Microglia Neurodegenerative Phenotype (MGnD);Cytokines","hsa04014;hsa04015;hsa04060;hsa04151;hsa04380;hsa04640;hsa04668;hsa05323","","CSF1","CSF1 - mRNA","False"
"PLLP - mRNA","NM_015993.2:395","NS_HS_GLIAL_V1.0","PLLP","mRNA",0,"","Myelogenesis","","Oligodendrocytes","PLLP","PLLP - mRNA","False"
"RFX4 - mRNA","NM_213594.1:630","NS_HS_GLIAL_V1.0","RFX4","mRNA",0,"","Astrocyte Markers","","","RFX4","RFX4 - mRNA","False"
"PSMB8 - mRNA","NM_004159.4:1215","NS_HS_GLIAL_V1.0","PSMB8","mRNA",0,"","Primed Microglia;Interferon Signaling;Antigen Processing and Presentation;A1 Astrocyte","hsa03050","","PSMB8","PSMB8 - mRNA","False"
"F11R - mRNA","NM_016946.5:749","NS_HS_GLIAL_V1.0","F11R","mRNA",0,"","Primed Microglia;Microglial Markers;Cell Migration","hsa04514;hsa04530;hsa04670;hsa05120","","F11R","F11R - mRNA","False"
"DAGLA - mRNA","NM_006133.2:150","NS_HS_GLIAL_V1.0","DAGLA","mRNA",0,"","Neurogenesis;Cytoskeletal Dynamics;Cannabinoid Signaling","hsa04723;hsa04925","","DAGLA","DAGLA - mRNA","False"
"BACE1 - mRNA","NM_012104.4:1185","NS_HS_GLIAL_V1.0","BACE1","mRNA",0,"","Cytoskeletal Dynamics","hsa05010","","BACE1","BACE1 - mRNA","False"
"TRIM68 - mRNA","NM_001304496.2:560","NS_HS_GLIAL_V1.0","TRIM68","mRNA",0,"","Interferon Signaling","","","TRIM68","TRIM68 - mRNA","False"
"SLC24A3 - mRNA","NM_020689.3:780","NS_HS_GLIAL_V1.0","SLC24A3","mRNA",0,"","Primed Microglia","","","SLC24A3","SLC24A3 - mRNA","False"
"PRKCD - mRNA","NM_006254.3:2165","NS_HS_GLIAL_V1.0","PRKCD","mRNA",0,"","Phagocytosis;Neurotrophin Signaling","hsa04062;hsa04270;hsa04530;hsa04666;hsa04722;hsa04750;hsa04912;hsa04915;hsa04930;hsa04931;hsa04933","","PRKCD","PRKCD - mRNA","False"
"DIAPH1 - mRNA","NM_005219.4:1398","NS_HS_GLIAL_V1.0","DIAPH1","mRNA",0,"","Cell Migration","hsa04510;hsa04810;hsa04933;hsa05131","","DIAPH1","DIAPH1 - mRNA","False"
"PPP2R2B - mRNA","NM_181676.2:690","NS_HS_GLIAL_V1.0","PPP2R2B","mRNA",0,"","Dopaminergic Synapse","hsa04071;hsa04151;hsa04152;hsa04261;hsa04390;hsa04530;hsa04728;hsa05142;hsa05160","","PPP2R2B","PPP2R2B - mRNA","False"
"ANAPC1 - mRNA","NM_022662.2:1990","NS_HS_GLIAL_V1.0","ANAPC1","mRNA",0,"","Cell Cycle","hsa04110;hsa04114;hsa04120;hsa04914;hsa05166","","ANAPC1","ANAPC1 - mRNA","False"
"ATG5 - mRNA","NM_004849.2:1104","NS_HS_GLIAL_V1.0","ATG5","mRNA",0,"","Autophagy","hsa04140;hsa04211;hsa04213;hsa04622;hsa05131","","ATG5","ATG5 - mRNA","False"
"RLIM - mRNA","NM_183353.2:975","NS_HS_GLIAL_V1.0","RLIM","mRNA",0,"","Antigen Processing and Presentation","","","RLIM","RLIM - mRNA","False"
"ZPR1 - mRNA","NM_003904.3:1215","NS_HS_GLIAL_V1.0","ZPR1","mRNA",0,"","Neurogenesis;Cytoskeletal Dynamics","","","ZPR1","ZPR1 - mRNA","False"
"ACSL3 - mRNA","NM_203372.1:1219","NS_HS_GLIAL_V1.0","ACSL3","mRNA",0,"","Lipid Metabolism","hsa00071;hsa03320;hsa04146;hsa04920","","ACSL3","ACSL3 - mRNA","False"
"PLAA - mRNA","NM_001031689.2:574","NS_HS_GLIAL_V1.0","PLAA","mRNA",0,"","Proteotoxic Stress;Neurogenesis","hsa04141","","PLAA","PLAA - mRNA","False"
"PRKAG1 - mRNA","NM_002733.3:825","NS_HS_GLIAL_V1.0","PRKAG1","mRNA",0,"","Glucose Metabolism","hsa04068;hsa04152;hsa04211;hsa04213;hsa04710;hsa04910;hsa04920;hsa04921;hsa04922;hsa04931;hsa04932;hsa05410","","PRKAG1","PRKAG1 - mRNA","False"
"JAK2 - mRNA","NM_004972.3:1464","NS_HS_GLIAL_V1.0","JAK2","mRNA",0,"","NO Metabolism and Signaling;JAK-STAT","hsa04062;hsa04151;hsa04550;hsa04630;hsa04725;hsa04917;hsa04920;hsa04933;hsa05140;hsa05145;hsa05152;hsa05162;hsa05164;hsa05168","","JAK2","JAK2 - mRNA","False"
"CYP4X1 - mRNA","NM_178033.1:810","NS_HS_GLIAL_V1.0","CYP4X1","mRNA",0,"","Serotonergic Synapse","hsa04726","","CYP4X1","CYP4X1 - mRNA","False"
"ORC3 - mRNA","NM_181837.1:585","NS_HS_GLIAL_V1.0","ORC3","mRNA",0,"","Cell Cycle","hsa04110","","ORC3","ORC3 - mRNA","False"
"AMIGO1 - mRNA","NM_020703.2:1455","NS_HS_GLIAL_V1.0","AMIGO1","mRNA",0,"","Primed Microglia;Neurogenesis;Myelogenesis","","","AMIGO1","AMIGO1 - mRNA","False"
"TRIM3 - mRNA","NM_006458.2:1880","NS_HS_GLIAL_V1.0","TRIM3","mRNA",0,"","Interferon Signaling","","","TRIM3","TRIM3 - mRNA","False"
"DYNC1LI1 - mRNA","NM_016141.3:1338","NS_HS_GLIAL_V1.0","DYNC1LI1","mRNA",0,"","Antigen Processing and Presentation","hsa04145;hsa04962;hsa05132","","DYNC1LI1","DYNC1LI1 - mRNA","False"
"NOS1AP - mRNA","NM_014697.3:1706","NS_HS_GLIAL_V1.0","NOS1AP","mRNA",0,"","Oxidative & Nitrosative Stress;NO Metabolism and Signaling","hsa04713","","NOS1AP","NOS1AP - mRNA","False"
"CHRNB2 - mRNA","NM_000748.3:510","NS_HS_GLIAL_V1.0","CHRNB2","mRNA",0,"","Neuroactive Ligands and Receptors;Cholinergic Synapse","hsa04080;hsa04725;hsa05033","","CHRNB2","CHRNB2 - mRNA","False"
"ATP2B3 - mRNA","NM_001001344.2:1280","NS_HS_GLIAL_V1.0","ATP2B3","mRNA",0,"","Ion Transport;Calcium Signaling","hsa04020;hsa04022;hsa04024;hsa04261;hsa04970;hsa04972","","ATP2B3","ATP2B3 - mRNA","False"
"UNC80 - mRNA","NM_032504.1:3056","NS_HS_GLIAL_V1.0","UNC80","mRNA",0,"","Ion Transport","","","UNC80","UNC80 - mRNA","False"
"GABRA3 - mRNA","NM_000808.3:241","NS_HS_GLIAL_V1.0","GABRA3","mRNA",0,"","Neuroactive Ligands and Receptors;GABAergic Synapse;Cannabinoid Signaling","hsa04080;hsa04723;hsa04727;hsa04742;hsa05032;hsa05033","","GABRA3","GABRA3 - mRNA","False"
"RASGRF1 - mRNA","NM_001145648.1:3444","NS_HS_GLIAL_V1.0","RASGRF1","mRNA",0,"","Neurogenesis;MAPK & PI3K","hsa04010;hsa04014;hsa04510","","RASGRF1","RASGRF1 - mRNA","False"
"MAL2 - mRNA","NM_052886.2:203","NS_HS_GLIAL_V1.0","MAL2","mRNA",0,"","Myelogenesis","","","MAL2","MAL2 - mRNA","False"
"ARG2 - mRNA","NM_001172.3:512","NS_HS_GLIAL_V1.0","ARG2","mRNA",0,"","NO Metabolism and Signaling","hsa00220;hsa05146","","ARG2","ARG2 - mRNA","False"
"GRM1 - mRNA","NM_000838.3:2055","NS_HS_GLIAL_V1.0","GRM1","mRNA",0,"","Neuroactive Ligands and Receptors;Glutamatergic Synapse;Cannabinoid Signaling;Calcium Signaling","hsa04020;hsa04068;hsa04072;hsa04080;hsa04540;hsa04720;hsa04723;hsa04724;hsa04730;hsa04742;hsa04915","","GRM1","GRM1 - mRNA","False"
"HTR5A - mRNA","NM_024012.2:776","NS_HS_GLIAL_V1.0","HTR5A","mRNA",0,"","Serotonergic Synapse;Neuroactive Ligands and Receptors;Calcium Signaling","hsa04020;hsa04080;hsa04726","","HTR5A","HTR5A - mRNA","False"
"RIMS1 - mRNA","NM_001168410.1:2305","NS_HS_GLIAL_V1.0","RIMS1","mRNA",0,"","Glutamatergic Synapse;GABAergic Synapse;Dopaminergic Synapse;Cholinergic Synapse;Cannabinoid Signaling","hsa04721;hsa04723","","RIMS1","RIMS1 - mRNA","False"
"MAP3K4 - mRNA","NM_005922.2:1165","NS_HS_GLIAL_V1.0","MAP3K4","mRNA",0,"","MAPK & PI3K","hsa04010;hsa04912","","MAP3K4","MAP3K4 - mRNA","False"
"ACSL4 - mRNA","NM_004458.2:385","NS_HS_GLIAL_V1.0","ACSL4","mRNA",0,"","Neurogenesis;Lipid Metabolism","hsa00071;hsa03320;hsa04146;hsa04920","","ACSL4","ACSL4 - mRNA","False"
"IFIT1 - mRNA","NM_001548.3:1440","NS_HS_GLIAL_V1.0","IFIT1","mRNA",0,"","Interferon Signaling","hsa05160;hsa05168","","IFIT1","IFIT1 - mRNA","False"
"GRIK2 - mRNA","NM_021956.4:1329","NS_HS_GLIAL_V1.0","GRIK2","mRNA",0,"","Neuroactive Ligands and Receptors;Glutamatergic Synapse","hsa04080;hsa04724","","GRIK2","GRIK2 - mRNA","False"
"EGR1 - mRNA","NM_001964.2:838","NS_HS_GLIAL_V1.0","EGR1","mRNA",0,"","Microglial Markers;Microglia Neurodegenerative Phenotype (MGnD);Interferon Signaling;Cytokines","hsa04933;hsa05020;hsa05166","","EGR1","EGR1 - mRNA","False"
"CX3CL1 - mRNA","NM_002996.4:1080","NS_HS_GLIAL_V1.0","CX3CL1","mRNA",0,"","Chemokines","hsa04060;hsa04062;hsa04668","","CX3CL1","CX3CL1 - mRNA","False"
"PANX1 - mRNA","NM_015368.3:610","NS_HS_GLIAL_V1.0","PANX1","mRNA",0,"","Inflammasome","","","PANX1","PANX1 - mRNA","False"
"AKT1 - mRNA","NM_001014432.1:1275","NS_HS_GLIAL_V1.0","AKT1","mRNA",0,"","MAPK & PI3K","hsa04010;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04071;hsa04072;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04261;hsa04370;hsa04380;hsa04510;hsa04530;hsa04550;hsa04611;hsa04620;hsa04630;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04722;hsa04725;hsa04728;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04920;hsa04922;hsa04923;hsa04931;hsa04932;hsa04933;hsa04973;hsa05142;hsa05145;hsa05152;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05169;hsa05200;hsa05205;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05230;hsa05231","","AKT1","AKT1 - mRNA","False"
"STAT2 - mRNA","NM_005419.3:1390","NS_HS_GLIAL_V1.0","STAT2","mRNA",0,"","JAK-STAT","hsa04062;hsa04380;hsa04630;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168","","STAT2","STAT2 - mRNA","False"
"OLIG2 - mRNA","NM_005806.3:400","NS_HS_GLIAL_V1.0","OLIG2","mRNA",0,"","Oligodendrocyte DifferentiationMaturation;Myelogenesis","","","OLIG2","OLIG2 - mRNA","False"
"CYP2U1 - mRNA","NM_183075.3:602","NS_HS_GLIAL_V1.0","CYP2U1","mRNA",0,"","Lipid Metabolism","hsa00590","","CYP2U1","CYP2U1 - mRNA","False"
"PDGFRA - mRNA","NM_006206.3:1925","NS_HS_GLIAL_V1.0","PDGFRA","mRNA",0,"","MAPK & PI3K","hsa04010;hsa04014;hsa04015;hsa04020;hsa04060;hsa04072;hsa04144;hsa04151;hsa04510;hsa04540;hsa04810;hsa05166;hsa05200;hsa05206;hsa05214;hsa05215;hsa05218;hsa05230;hsa05231","","PDGFRA","PDGFRA - mRNA","False"
"ITGA7 - mRNA","NM_002206.1:1170","NS_HS_GLIAL_V1.0","ITGA7","mRNA",0,"","Cell Migration","hsa04151;hsa04510;hsa04810;hsa05410;hsa05412;hsa05414","Astrocytes","ITGA7","ITGA7 - mRNA","False"
"TRIM26 - mRNA","NM_001242783.1:860","NS_HS_GLIAL_V1.0","TRIM26","mRNA",0,"","Primed Microglia;Interferon Signaling","","","TRIM26","TRIM26 - mRNA","False"
"CPNE2 - mRNA","NM_152727.5:1126","NS_HS_GLIAL_V1.0","CPNE2","mRNA",0,"","Astrocyte Markers","","","CPNE2","CPNE2 - mRNA","False"
"CABLES1 - mRNA","NM_001256438.1:955","NS_HS_GLIAL_V1.0","CABLES1","mRNA",0,"","Cell Cycle","","","CABLES1","CABLES1 - mRNA","False"
"ETV5 - mRNA","NM_004454.2:1685","NS_HS_GLIAL_V1.0","ETV5","mRNA",0,"","Neurogenesis","hsa05202","","ETV5","ETV5 - mRNA","False"
"ALAS1 - mRNA","NM_000688.4:395","NS_HS_GLIAL_V1.0","ALAS1","mRNA",0,"","Primed Microglia","","","ALAS1","ALAS1 - mRNA","False"
"TRIM35 - mRNA","NM_171982.3:886","NS_HS_GLIAL_V1.0","TRIM35","mRNA",0,"","Interferon Signaling","","","TRIM35","TRIM35 - mRNA","False"
"ULK1 - mRNA","NM_003565.1:465","NS_HS_GLIAL_V1.0","ULK1","mRNA",0,"","Neurogenesis;Autophagy","hsa04140;hsa04150;hsa04152;hsa04211","","ULK1","ULK1 - mRNA","False"
"STAMBPL1 - mRNA","NM_020799.2:1600","NS_HS_GLIAL_V1.0","STAMBPL1","mRNA",0,"","Primed Microglia","","","STAMBPL1","STAMBPL1 - mRNA","False"
"FIG4 - mRNA","NM_014845.5:1060","NS_HS_GLIAL_V1.0","FIG4","mRNA",0,"","Neurogenesis;Myelogenesis","","","FIG4","FIG4 - mRNA","False"
"CACNA1B - mRNA","NM_000718.3:3664","NS_HS_GLIAL_V1.0","CACNA1B","mRNA",0,"","Serotonergic Synapse;MAPK & PI3K;Ion Transport;GABAergic Synapse;Dopaminergic Synapse;Calcium Signaling","hsa04010;hsa04020;hsa04721;hsa04723;hsa04725;hsa04726;hsa04727;hsa04728;hsa04930;hsa05032;hsa05033","","CACNA1B","CACNA1B - mRNA","False"
"ADORA1 - mRNA","NM_000674.1:1150","NS_HS_GLIAL_V1.0","ADORA1","mRNA",0,"","Purinergic Signaling;Neuroactive Ligands and Receptors","hsa04022;hsa04024;hsa04071;hsa04080;hsa04923;hsa04924;hsa05032","","ADORA1","ADORA1 - mRNA","False"
"IP6K2 - mRNA","NM_001005910.2:277","NS_HS_GLIAL_V1.0","IP6K2","mRNA",0,"","Interferon Signaling","hsa04070","","IP6K2","IP6K2 - mRNA","False"
"TBK1 - mRNA","NM_013254.2:1610","NS_HS_GLIAL_V1.0","TBK1","mRNA",0,"","NF-kappaB Signaling;Cytokines;Autophagy","hsa04014;hsa04620;hsa04622;hsa04623;hsa05160;hsa05161;hsa05162;hsa05164;hsa05168;hsa05169","","TBK1","TBK1 - mRNA","False"
"PRKAB2 - mRNA","NM_005399.5:712","NS_HS_GLIAL_V1.0","PRKAB2","mRNA",0,"","Lipid Metabolism;Glucose Metabolism","hsa04068;hsa04152;hsa04211;hsa04213;hsa04710;hsa04910;hsa04920;hsa04921;hsa04922;hsa04931;hsa04932;hsa05410","","PRKAB2","PRKAB2 - mRNA","False"
"PIK3CB - mRNA","NM_006219.1:2945","NS_HS_GLIAL_V1.0","PIK3CB","mRNA",0,"","MAPK & PI3K","hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04070;hsa04071;hsa04072;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04261;hsa04370;hsa04380;hsa04510;hsa04550;hsa04611;hsa04620;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04670;hsa04722;hsa04725;hsa04750;hsa04810;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04921;hsa04923;hsa04930;hsa04931;hsa04932;hsa04933;hsa04960;hsa04973;hsa05100;hsa05142;hsa05145;hsa05146;hsa05160;hsa05161;hsa05162;hsa05164;hsa05166;hsa05169;hsa05200;hsa05203;hsa05205;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05230;hsa05231","","PIK3CB","PIK3CB - mRNA","False"
"ATG12 - mRNA","NM_004707.3:634","NS_HS_GLIAL_V1.0","ATG12","mRNA",0,"","Autophagy","hsa04068;hsa04140;hsa04622","","ATG12","ATG12 - mRNA","False"
"ASS1 - mRNA","NM_000050.4:1275","NS_HS_GLIAL_V1.0","ASS1","mRNA",0,"","NO Metabolism and Signaling","hsa00220;hsa00250","","ASS1","ASS1 - mRNA","False"
"SAMM50 - mRNA","NM_015380.4:890","NS_HS_GLIAL_V1.0","SAMM50","mRNA",0,"","Glucose Metabolism","","","SAMM50","SAMM50 - mRNA","False"
"PSMD14 - mRNA","NM_005805.4:700","NS_HS_GLIAL_V1.0","PSMD14","mRNA",0,"","Antigen Processing and Presentation","hsa03050;hsa05169","","PSMD14","PSMD14 - mRNA","False"
"CASP3 - mRNA","NM_004346.3:875","NS_HS_GLIAL_V1.0","CASP3","mRNA",0,"","Apoptosis","hsa04010;hsa04115;hsa04210;hsa04650;hsa04668;hsa04726;hsa04932;hsa04933;hsa05010;hsa05012;hsa05014;hsa05016;hsa05120;hsa05133;hsa05134;hsa05145;hsa05146;hsa05152;hsa05161;hsa05168;hsa05200;hsa05203;hsa05205;hsa05206;hsa05210;hsa05416","","CASP3","CASP3 - mRNA","False"
"TENM4 - mRNA","NM_001098816.3:5518","NS_HS_GLIAL_V1.0","TENM4","mRNA",0,"","Oligodendrocyte DifferentiationMaturation;Neurogenesis;Myelogenesis","","","TENM4","TENM4 - mRNA","False"
"ACADSB - mRNA","NM_001609.3:770","NS_HS_GLIAL_V1.0","ACADSB","mRNA",0,"","Lipid Metabolism","hsa00071;hsa00280","","ACADSB","ACADSB - mRNA","False"
"PRKAB1 - mRNA","NM_006253.4:471","NS_HS_GLIAL_V1.0","PRKAB1","mRNA",0,"","Primed Microglia;Glucose Metabolism","hsa04068;hsa04152;hsa04211;hsa04213;hsa04710;hsa04910;hsa04920;hsa04921;hsa04922;hsa04931;hsa04932;hsa05410","","PRKAB1","PRKAB1 - mRNA","False"
"ATR - mRNA","NM_001184.2:565","NS_HS_GLIAL_V1.0","ATR","mRNA",0,"","Cell Cycle","hsa04110;hsa04115;hsa05166","","ATR","ATR - mRNA","False"
"USP2 - mRNA","NM_001243759.1:676","NS_HS_GLIAL_V1.0","USP2","mRNA",0,"","Primed Microglia;Microglial Markers","","","USP2","USP2 - mRNA","False"
"SLC7A8 - mRNA","NM_001267036.1:1172","NS_HS_GLIAL_V1.0","SLC7A8","mRNA",0,"","Ion Transport","hsa04974","","SLC7A8","SLC7A8 - mRNA","False"
